Precinct,County,DEM,REP,DEM_Absentee,REP_Absentee,DEM_Early,REP_Early,DEM_In Person,REP_In Person,DEM_county,DEM_Absentee_county,DEM_Early_county,REP_county,REP_Absentee_county,REP_Early_county,DEM_uniform,REP_uniform,DEM_by_area,REP_by_area,DEM_by_vap,REP_by_vap,DEM_by_cvap,REP_by_cvap,DEM_by_totpop,REP_by_totpop,DEM_by_day_of,REP_by_day_of,DEM_by_voterfile_tot_votes,REP_by_voterfile_tot_votes,DEM_by_voterfile_mode,REP_by_voterfile_mode,DEM_by_voterfile_party,REP_by_voterfile_party,DEM_by_voterfile_mode_party,REP_by_voterfile_mode_party,DEM_by_voterfile_minus_day_of,REP_by_voterfile_minus_day_of,DEM_by_scaled_voterfile_minus_day_of,REP_by_scaled_voterfile_minus_day_of,DEM_Absentee_uniform,DEM_Absentee_by_area,DEM_Absentee_by_vap,DEM_Absentee_by_cvap,DEM_Absentee_by_totpop,DEM_Absentee_by_day_of,DEM_Absentee_by_voterfile_tot_votes,DEM_Absentee_by_voterfile_mode,DEM_Absentee_by_voterfile_party,DEM_Absentee_by_voterfile_mode_party,DEM_Absentee_by_voterfile_minus_day_of,DEM_Absentee_by_scaled_voterfile_minus_day_of,REP_Absentee_uniform,REP_Absentee_by_area,REP_Absentee_by_vap,REP_Absentee_by_cvap,REP_Absentee_by_totpop,REP_Absentee_by_day_of,REP_Absentee_by_voterfile_tot_votes,REP_Absentee_by_voterfile_mode,REP_Absentee_by_voterfile_party,REP_Absentee_by_voterfile_mode_party,REP_Absentee_by_voterfile_minus_day_of,REP_Absentee_by_scaled_voterfile_minus_day_of,DEM_Early_uniform,DEM_Early_by_area,DEM_Early_by_vap,DEM_Early_by_cvap,DEM_Early_by_totpop,DEM_Early_by_day_of,DEM_Early_by_voterfile_tot_votes,DEM_Early_by_voterfile_mode,DEM_Early_by_voterfile_party,DEM_Early_by_voterfile_mode_party,DEM_Early_by_voterfile_minus_day_of,DEM_Early_by_scaled_voterfile_minus_day_of,REP_Early_uniform,REP_Early_by_area,REP_Early_by_vap,REP_Early_by_cvap,REP_Early_by_totpop,REP_Early_by_day_of,REP_Early_by_voterfile_tot_votes,REP_Early_by_voterfile_mode,REP_Early_by_voterfile_party,REP_Early_by_voterfile_mode_party,REP_Early_by_voterfile_minus_day_of,REP_Early_by_scaled_voterfile_minus_day_of
10001,1,65,278,5,16,7,43,53,219,1387,197,205,5585,216,647,76.64705882352942,269.7647058823529,83.9227814317727,285.3839810338802,76.18489564127148,268.77254959805293,73.11576470588236,262.1838431372549,73.93460207612458,263.9416955017301,74.63045685279188,259.02477763659465,72.97305263157895,261.87747368421054,74.98867259918428,266.9448832035595,73.34870641169854,263.1701740711873,75.0397608233549,274.96264066016505,75.7257448433919,267.78686019862494,80.22271174229482,277.4407966009961,11.588235294117647,15.153701348406027,11.361752341618113,9.857725490196078,10.258996539792388,10.6,9.78778947368421,10.416091954022988,9.971878515185603,12.023474178403756,11.136745607333843,13.340483117492738,12.705882352941176,16.615225843937573,12.45755586695184,10.808470588235293,11.248442906574395,10.017789072426938,10.731789473684211,11.420689655172414,11.055339049103663,10.046511627906977,12.21084797555386,14.627128697352443,12.058823529411764,15.76908008336668,11.823143299653367,10.258039215686274,10.67560553633218,11.030456852791879,10.185263157894736,11.57258064516129,10.376827896512935,10.01628664495114,11.58899923605806,13.882228624802089,38.05882352941176,49.76875518994264,37.31499373110111,32.37537254901961,33.69325259515571,30.006988564167727,32.14568421052631,36.524193548387096,33.11483502208366,45.91612903225806,36.57601222307105,43.81366790364366
10002,1,56,245,6,11,3,23,47,211,1387,197,205,5585,216,647,70.6470588235294,261.7647058823529,83.62787720782548,289.631487637695,72.28991813555571,265.291540674091,74.46211764705882,269.9547450980392,69.76608996539792,259.8734717416378,66.18172588832488,249.56268530283776,64.26484210526316,248.0635789473684,61.05610201811537,238.57272366121086,65.08773903262093,248.66796570537804,59.073328133841045,243.03770942735682,60.20550038197097,239.3491214667685,53.555349874860006,225.07280333831886,11.588235294117647,17.949482114282638,12.393318091304668,13.457803921568628,11.156516724336793,9.4,8.460631578947368,8.151724137931035,8.863892013498312,7.39906103286385,6.47135217723453,3.212447575491099,12.705882352941176,19.680650440025634,13.588612729552326,14.755764705882354,12.232525951557093,9.651842439644218,9.276631578947368,8.937931034482759,9.427903351519875,12.55813953488372,7.095492742551565,3.5222775447009003,12.058823529411764,18.678395093542846,12.89660004425105,14.004313725490197,11.60957324106113,9.781725888324873,8.804210526315789,5.904377880184332,9.223847019122609,4.6742671009771986,6.73414820473644,3.34290229936891,38.05882352941176,58.95083719766938,40.70292794453868,44.19898039215687,36.640945790080735,28.91084286319356,27.786947368421053,18.63479262672811,28.240062353858146,19.47956989247312,21.25362872421696,10.550525793617975
10003,1,23,113,0,8,0,4,23,101,1387,197,205,5585,216,647,46.647058823529406,151.76470588235293,41.07173079822721,139.79578029569672,36.96430415222361,130.9780957297736,38.764705882352935,134.84313725490196,38.27785467128028,133.79798154555942,32.386802030456856,119.45891571368065,31.01178947368421,118.19943859649123,27.567688966576622,107.95398061337994,30.084364454443193,120.95505326058716,24.592635072104724,112.70907726931733,27.913674560733384,111.5485103132162,23.0,101.0,11.588235294117647,8.85604718221582,6.843203776089682,7.72549019607843,7.486908881199539,4.6,3.9261754385964913,3.6229885057471263,3.4716910386201727,0.9248826291079812,2.4079449961802903,0.0,12.705882352941176,9.710183712480289,7.503208201194778,8.470588235294116,8.208996539792388,4.620076238881829,4.304842105263158,3.972413793103448,4.9945440374123145,7.534883720930233,2.640183346065699,0.0,12.058823529411764,9.215683616011386,7.121100376133933,8.039215686274508,7.790945790080738,4.786802030456853,4.085614035087719,0.9447004608294931,3.6126734158230223,0.6677524429967427,2.5057295645530937,0.0,38.05882352941176,29.08559658321642,22.474887528578805,25.37254901960784,24.588985005767015,13.838839474798814,12.89459649122807,2.9815668202764978,14.96050922317485,4.174193548387096,7.908326967150496,0.0
10004,1,85,195,25,8,23,49,37,138,1387,197,205,5585,216,647,60.647058823529406,188.76470588235296,42.028428794048466,148.79486081906424,60.303488457850875,188.0271406445903,55.09788235294117,176.85192156862743,62.478546712802775,192.69648212226068,52.1005076142132,163.22109275730622,53.02357894736842,172.39887719298247,69.16613432914879,207.8055696805975,55.38920134983127,166.9236165237724,73.93759079995718,199.1214803700925,69.55309396485868,207.8838808250573,96.59800680975236,265.9429847681997,11.588235294117647,2.4641802796705154,11.419868721882144,8.868862745098035,12.485755478662053,7.4,7.852350877192983,15.397701149425288,9.011623547056619,17.572769953051644,15.952635599694423,29.20598841174432,12.705882352941176,2.7018423371006666,12.521277380337782,9.724235294117642,13.689965397923876,6.312579415501906,8.609684210526316,16.882758620689653,7.239282930631333,13.813953488372093,17.491214667685256,32.02280962912067,12.058823529411764,2.5642485143779474,11.883619735968729,9.229019607843131,12.992791234140716,7.7005076142131985,8.171228070175438,16.768433179723505,9.377577802774653,19.364820846905538,16.600458365164247,30.392018398008048,38.05882352941176,8.09301848196357,37.505863264252525,29.127686274509788,41.0065167243368,18.90851334180432,25.78919298245614,52.922811059907836,21.684333593141076,47.307526881720435,52.39266615737204,95.92017513907906
10005,1,46,171,7,10,9,12,30,149,1387,197,205,5585,216,647,53.647058823529406,199.76470588235296,43.40037677089681,177.76747550568146,52.08791208791209,196.4175824175824,42.76941176470588,176.4129411764706,54.898961937716265,202.4522491349481,42.243654822335024,176.23146971622194,42.864000000000004,176.616,44.961849144552154,177.56582710948675,40.55118110236221,180.61418550272796,39.04155006040587,184.94073518379597,43.81970970206264,178.66768525592053,45.3786599773726,182.0143869663496,11.588235294117647,6.566851303150923,10.824175824175825,6.257647058823529,12.201730103806229,6.0,6.304,9.057471264367816,5.170603674540683,3.699530516431925,6.772345301757066,7.536308496374135,12.705882352941176,7.200202444063956,11.868131868131869,6.8611764705882345,13.378546712802768,6.815756035578145,6.912,9.931034482758621,7.912704598597038,15.069767441860465,7.425515660809778,8.26316058485692,12.058823529411764,6.8335254677458845,11.263736263736263,6.511764705882352,12.697231833910035,6.243654822335025,6.5600000000000005,5.904377880184332,5.380577427821522,5.342019543973942,7.047364400305577,7.842351480998465,38.05882352941176,21.5672730616175,35.54945054945055,20.551764705882352,40.07370242214533,20.415713680643798,20.704,18.63479262672811,23.701480904130943,20.870967741935484,22.24216959511077,24.751226381492714
10006,1,112,425,14,19,25,45,73,361,1387,197,205,5585,216,647,96.64705882352942,411.7647058823529,114.56438481376314,450.22901515989446,90.84821889519876,399.3159525038719,94.69223529411765,407.56815686274507,91.59307958477508,400.9149942329873,102.79289340101522,426.97691656077933,103.63663157894737,426.76968421052635,103.7685603051009,427.327451136183,107.51743532058494,423.5557287607171,109.57682249850896,409.0565641410352,103.40336134453781,426.2689075630252,103.00943276846115,425.42323502284074,11.588235294117647,20.368616438585416,8.746515229736707,10.630274509803922,9.111534025374855,14.600000000000001,15.013473684210528,14.944827586206896,16.91526059242595,13.87323943661972,14.899159663865545,14.706115063151364,12.705882352941176,22.33310228799213,9.590087764584409,11.655529411764705,9.99031141868512,16.513341804320202,16.461473684210528,16.386206896551723,15.657053780202652,18.837209302325583,16.33613445378151,16.124471338277637,12.058823529411764,21.195768375177718,9.101703665462054,11.061960784313724,9.48154555940023,15.19289340101523,15.623157894736844,15.823732718894009,17.60217472815898,22.70358306188925,15.504201680672267,15.303317705309794,38.05882352941176,66.89591287190235,28.72586473928756,34.91262745098039,29.92468281430219,49.463574756459124,49.30821052631579,49.94124423963134,46.89867498051442,29.219354838709677,48.9327731092437,48.298763684563106
10007,1,136,434,24,25,22,62,90,347,1387,197,205,5585,216,647,113.64705882352942,397.7647058823529,96.07221604850382,360.03562798472336,110.45726085994542,390.9169555276938,113.67858823529414,397.8323921568628,111.93148788927337,394.08177623990775,126.73096446700508,410.41825497670476,122.61136842105263,417.00898245614036,133.6437867471794,437.1732162720483,129.94375703037122,408.43465835281893,145.79208147910265,418.30357589397346,130.23071046600458,433.36592818945763,142.6871429546469,460.1069760444285,11.588235294117647,2.9756879640677893,10.025075595545394,11.603686274509817,10.747520184544406,18.0,15.98119298245614,23.09655172413793,19.57442819647544,27.74647887323944,19.715049656226128,25.819321298670243,12.705882352941176,3.2626832499423477,10.991961059075154,12.72282352941178,11.7840830449827,15.872935196950445,17.522526315789474,25.324137931034482,15.376461418550273,22.6046511627907,21.61650114591291,28.309509647272957,12.058823529411764,3.0965280844360246,10.43218526440003,12.074901960784329,11.18396770472895,18.730964467005077,16.630175438596492,20.547235023041473,20.369328833895764,28.045602605863195,20.515660809778456,26.86782165597665,38.05882352941176,9.772944734781014,32.92499446861863,38.109568627451026,35.29769319492503,47.545319779754344,52.486456140350874,64.84907834101382,46.05819693426864,48.6989247311828,64.74942704354469,84.79746639715557
10008,1,81,308,5,11,9,28,67,269,1387,197,205,5585,216,647,90.64705882352942,319.7647058823529,84.46689965724991,306.4973492641957,85.47083118224057,308.65255549819307,79.99011764705882,296.8867450980392,85.77854671280278,309.3131487889274,94.34416243654823,318.1628547225752,89.73768421052633,317.8124912280702,84.14585518300758,307.2570475131098,90.36332958380203,319.2239542738373,81.07658546283128,313.6958739684921,86.04048892284186,309.8754774637128,79.98083270105606,296.8668124900781,11.588235294117647,8.559649832035397,9.05162622612287,6.365803921568627,9.20242214532872,13.4,11.14259649122807,7.698850574712644,11.449193850768653,7.39906103286385,9.330786860198625,6.361253836089662,12.705882352941176,9.385199815835765,9.924625709860608,6.979764705882353,10.089965397923876,12.304955527318933,12.217263157894736,8.441379310344827,12.5705378020265,11.30232558139535,10.230710466004583,6.974775779671913,12.058823529411764,8.9072498252145,9.419204956117708,6.624313725490197,9.576124567474048,13.944162436548224,11.595087719298245,9.44700460829493,11.91413573303337,6.677524429967427,9.709702062643238,6.6195788649664,38.05882352941176,28.112149448359908,29.72792978833247,20.906980392156864,30.22318339100346,36.857899195256245,36.59522807017544,29.81566820276498,37.65341647181086,33.39354838709677,30.64476699770817,20.89203671040615
10010,1,26,118,3,0,1,13,22,105,1387,197,205,5585,216,647,45.647058823529406,155.76470588235293,43.38856905519539,150.91625645431247,44.918061803967845,154.1997197433439,49.93505882352942,164.97003921568628,43.81557093425606,151.8329296424452,30.978680203045684,124.18996188055908,30.463157894736845,123.16842105263157,27.373597648180517,119.16131415858891,31.194600674915634,122.93712652637048,28.113410102307657,117.5225806451613,28.449197860962567,118.84491978609626,25.149901314931515,111.7621015790694,11.588235294117647,10.481462944958935,11.230990486024043,13.689568627450981,10.690715109573242,4.3999999999999995,4.147368421052631,1.3586206896551725,4.505811773528309,2.7746478873239435,3.160427807486631,1.5436083558246478,12.705882352941176,11.492365462493044,12.314182461833468,15.009882352941178,11.721799307958477,4.803049555273189,4.5473684210526315,1.489655172413793,4.489477786438036,0.0,3.4652406417112305,1.6924842886199183,12.058823529411764,10.907106110236453,11.6870713179438,14.245490196078432,11.124855824682815,4.5786802030456855,4.315789473684211,4.014976958525345,4.688788901387326,3.3387622149837135,3.288770053475936,1.6062929591068669,38.05882352941176,34.42389099181944,36.88553728151043,44.9601568627451,35.11113033448674,14.386912325285897,13.621052631578946,12.671658986175114,13.44764873993245,12.522580645161291,10.379679144385028,5.069617290449478
10011,1,35,185,3,9,0,24,32,152,1387,197,205,5585,216,647,55.647058823529406,202.76470588235296,73.37691449761189,240.82656022746033,55.15524743712663,201.70890183641862,53.18776470588235,197.48517647058824,53.56055363321799,198.2854671280277,45.05989847715736,179.77975434138077,44.63831578947369,179.13150877192984,43.57503575401239,177.3388050214524,46.31946006749156,176.66354897375942,45.1517028337233,179.28562140535132,43.05576776165011,175.7341482047364,40.46083720988946,170.16343908491194,11.588235294117647,20.276746656789907,11.347223246552106,10.38305882352941,10.56574394463668,6.4,6.19340350877193,5.43448275862069,7.017247844019497,6.474178403755869,5.417876241405653,4.1462311700204575,12.705882352941176,22.23237196886609,12.441625488605355,11.384470588235292,11.584775086505191,6.952986022871665,6.790736842105264,5.958620689655172,6.1730319563522995,5.023255813953488,5.940412528647823,4.5461214859107555,12.058823529411764,21.100167840821985,11.808024190574526,10.80470588235294,10.994809688581315,6.659898477157361,6.444912280701755,6.140552995391705,7.302212223472066,6.677524429967427,5.6378915202444615,4.314606039869004,38.05882352941176,66.59418825859426,37.267276347813265,34.10070588235293,34.700692041522494,20.826768318509107,20.340771929824562,19.380184331797235,18.490517017407118,22.26236559139785,17.793735676088616,13.617317599001197
